width_inches,height_inches,inventory_number,object_id,object_type,title,unique_id,artist,img_link,color_tags
59.0,47.0,2597.2,380611,Photographs,Untitled VI,7547033988,"Hardy, Anne b. 1970",https://api.collectorsystems.com/11184/objects/380611/mainimage,"{'0': '#807a6c', '1': '#3e281d', '2': '#d2cec8'}"
30.0,30.0,2598.3,380612,Photographs,American girl with dog,1191782345,"Mozman, Rachelle",https://api.collectorsystems.com/11184/objects/380612/mainimage,"{'0': '#5c3720', '1': '#c4b49f', '2': '#9e6154'}"
20.0,16.0,2606.8,380618,Photographs,"Kiev MC Arsat (Zodiak-8) 30mm f 3.5, 1:3.5, Product aperature f/3.5, Serial Number 870701, Medium Format Camera Lens, Douglas M. Parker Studio, Glendale, California. August 4, 2005",6656840410,"Williams, Christopher b. 1956",https://api.collectorsystems.com/11184/objects/380618/mainimage,"{'0': '#dddae8', '1': '#444149', '2': '#807a87'}"
17.75,21.875,2607.44,380619,Work on paper,Untitled (Poisoned Man),3709991600,"Schutz, Dana b. 1976",https://api.collectorsystems.com/11184/objects/380619/mainimage,"{'0': '#bab0b3', '1': '#9d6860', '2': '#493744'}"
,,2608,380620,Installation,Canon enigmatico a 108 voces,2667347675,"Cruzvillegas, Abraham b. 1968",https://api.collectorsystems.com/11184/objects/380620/mainimage,"{'0': '#4f4148', '1': '#8d8692', '2': '#dadede'}"
47.25,98.4375,2609,380621,Installation,Why Not Now,9841981588,"Kuri, Gabriel b. 1970",https://api.collectorsystems.com/11184/objects/380621/mainimage,"{'0': '#817e91', '1': '#4d475c', '2': '#cfcfcc'}"
49.3125,40.1875,2505,380622,Work on paper,"Broadway, 16th day, 32 minutes from dusk, New York, September 2001",2190504073,"Horsfield, Craigie b. 1949",https://api.collectorsystems.com/11184/objects/380622/mainimage,"{'0': '#59443d', '1': '#261916', '2': '#080606'}"
11.8125,8.25,2507,380624,Installation,Acid Drops,4156149650,"Lambie, Jim b. 1964",https://api.collectorsystems.com/11184/objects/380624/mainimage,"{'0': '#554e52', '1': '#7d8999', '2': '#d3d3dc'}"
11.8125,8.25,2508,380625,Installation,Walk Like a Man,5042492460,"Lambie, Jim b. 1964",https://api.collectorsystems.com/11184/objects/380625/mainimage,"{'0': '#5f4b48', '1': '#979390', '2': '#cfd1d3'}"
5.875,8.25,2510.1,380626,Work on paper,Untitled,0934508603,"Groenendijk, Mitsy b. 1952",https://api.collectorsystems.com/11184/objects/380626/mainimage,"{'0': '#d1d1d1', '1': '#7d7d7d', '2': '#f2f2f2'}"
72.0,68.0,2513,380627,Painting,Numbersmasher,0575023681,"Arsenault, Todd b. 1977",https://api.collectorsystems.com/11184/objects/380627/mainimage,"{'0': '#787058', '1': '#242115', '2': '#bab4a0'}"
32.0,26.0,2515.2,380628,Photographs,"Art + Auction, New York",4111705217,"Neidich, Warren b. 1958",https://api.collectorsystems.com/11184/objects/380628/mainimage,"{'0': '#d0c8b2', '1': '#8a7052', '2': '#3b291c'}"
11.0,14.0,2519,380629,Work on paper,tk,1611912015,"Sweeney, Spencer b. 1973",https://api.collectorsystems.com/11184/objects/380629/mainimage,"{'0': '#e9e7e2', '1': '#a7a39e', '2': '#453638'}"
78.75,86.625,2520,380630,Painting,Phone,2487660849,"Lutz, Dietmar b. 1968",https://api.collectorsystems.com/11184/objects/380630/mainimage,"{'0': '#3b3832', '1': '#88a697', '2': '#d9dfc5'}"
,,2521,380631,Installation,Transference,6690051812,"Fontanive, Juan b. 1977",https://api.collectorsystems.com/11184/objects/380631/mainimage,"{'0': '#fafcfc', '1': '#8f9284', '2': '#5a5455'}"
27.5625,35.4375,2522,380632,Photographs,Guest,1079440984,"Bucklow, Christopher b. 1957",https://api.collectorsystems.com/11184/objects/380632/mainimage,"{'0': '#72010b', '1': '#b5090b', '2': '#f8571d'}"
118.125,66.9375,2524.5,380633,Photographs,Competition,9190870475,"Qingsong, Wang b. 1966",https://api.collectorsystems.com/11184/objects/380633/mainimage,"{'0': '#2e3332', '1': '#a2a9b0', '2': '#697172'}"
11.8125,15.375,2696.89,380637,Work on paper,"Life goes on - and it all amounts to the absence of a true God, People just don't want to admit it",7591097012,"Muntean, Markus & Adi Rosenblum",https://api.collectorsystems.com/11184/objects/380637/mainimage,"{'0': '#a19c92', '1': '#e4e2db', '2': '#ccc9c0'}"
11.0,14.0,2697,380638,Work on paper,The General,4608500408,"Lieberman, Justin b. 1977",https://api.collectorsystems.com/11184/objects/380638/mainimage,"{'0': '#d7d1bd', '1': '#8e866b', '2': '#1c160c'}"
15.0,10.0,2699,380639,Work on paper,The Oval Office in DecemberThe White House,2062174193,"Blake, James b. 1932",https://api.collectorsystems.com/11184/objects/380639/mainimage,"{'0': '#7e7267', '1': '#a99883', '2': '#c1b29c'}"
19.6875,11.8125,2700,380640,Installation,The Lucid Dream III,7695613834,"Groenendijk, Mitsy b. 1952",https://api.collectorsystems.com/11184/objects/380640/mainimage,"{'0': '#927258', '1': '#a0988e', '2': '#f6bbc4'}"
27.5625,70.875,2702,380642,Installation,'Annex #1',3996387130,"Voerman, Rob b. 1966",https://api.collectorsystems.com/11184/objects/380642/mainimage,"{'0': '#be924f', '1': '#e1d0bc', '2': '#613d26'}"
15.75,12.625,2703.1,380643,Installation,'Annex #3',1382513558,"Voerman, Rob b. 1966",https://api.collectorsystems.com/11184/objects/380643/mainimage,"{'0': '#9b7952', '1': '#f6e8ce', '2': '#67351b'}"
102.375,133.875,2764,380645,Painting,Untitled,9639672694,"Butzer, Andre b. 1973",https://api.collectorsystems.com/11184/objects/380645/mainimage,"{'0': '#5c5c5d', '1': '#cccbcc', '2': '#a7a7aa'}"
60.0,50.0,2765,380646,Photographs,"Bao Steel #7, Shanghai, China",3071332941,"Burtynsky, Edward b. 1955",https://api.collectorsystems.com/11184/objects/380646/mainimage,"{'0': '#f3f3f8', '1': '#202526', '2': '#4a4c4c'}"
62.0,52.0,2766.5,380647,Photographs,"Three Gorges Dam Project, Wushan #5, Yangtze",8072031812,"Burtynsky, Edward b. 1955",https://api.collectorsystems.com/11184/objects/380647/mainimage,"{'0': '#8c8b7e', '1': '#464539', '2': '#dddcd1'}"
96.4375,49.1875,2767,380648,Photographs,Transformador IV,4354570473,"M�ller, Harald F. b. 1950",https://api.collectorsystems.com/11184/objects/380648/mainimage,"{'0': '#8b8d91', '1': '#303742', '2': '#e3e5e5'}"
47.625,47.625,2768,380649,Photographs,Rosemarie,4124643547,"M�ller, Harald F. b. 1950",https://api.collectorsystems.com/11184/objects/380649/mainimage,"{'0': '#c0291d', '1': '#b7847f', '2': '#ccbbbe'}"
10.0625,14.9375,2769,380650,Installation,Over and Over again,6678676433,"Dedobbeleer, Koenraad b. 1975",https://api.collectorsystems.com/11184/objects/380650/mainimage,"{'0': '#83837b', '1': '#d5d3ca', '2': '#4d4e3c'}"
10.0,5.75,2770,380651,Photographs,The End (#11),8431015961,"Butler, Luke b. 1971",https://api.collectorsystems.com/11184/objects/380651/mainimage,"{'0': '#58563b', '1': '#f5f7f6', '2': '#9aa9b4'}"
10.0,5.25,2771,380652,Photographs,The End (#5),7548666164,"Butler, Luke b. 1971",https://api.collectorsystems.com/11184/objects/380652/mainimage,"{'0': '#556f80', '1': '#8d9da1', '2': '#eff3f3'}"
10.25,5.5,2772,380653,Photographs,The End (#6),6834677238,"Butler, Luke b. 1971",https://api.collectorsystems.com/11184/objects/380653/mainimage,"{'0': '#a9a7a0', '1': '#4b4b4f', '2': '#f8f8f7'}"
119.875,27.375,2773,380654,Photographs,"Douglas Rain (WHAT DO YOU MEAN ""WE"", FLESHTUBE?)",7901075283,"Faldbakken, Matias b. 1973",https://api.collectorsystems.com/11184/objects/380654/mainimage,"{'0': '#989b96', '1': '#343735', '2': '#e3e3e3'}"
9.0,11.0,2865,380658,Work on paper,Che,7596073553,"Queral, Alex b. 1958",https://api.collectorsystems.com/11184/objects/380658/mainimage,"{'0': '#43413d', '1': '#73706b', '2': '#bab5b0'}"
9.0,11.0,2866,380659,Work on paper,Prairie Home Companion,1316534488,"Queral, Alex b. 1958",https://api.collectorsystems.com/11184/objects/380659/mainimage,"{'0': '#9c8e74', '1': '#6a5e49', '2': '#d3c5ac'}"
9.0,11.0,2867,380660,Work on paper,Alpha Male,8378802212,"Queral, Alex b. 1958",https://api.collectorsystems.com/11184/objects/380660/mainimage,"{'0': '#554a37', '1': '#96886d', '2': '#d4cab5'}"
32.0,48.0,2868,380661,Photographs,Primary Explosions (Black Cake),1935862718,"Kraus, Jason b. 1983, New York, NY",https://api.collectorsystems.com/11184/objects/380661/mainimage,"{'0': '#9d8978', '1': '#f4ede3', '2': '#54433a'}"
36.0,30.0,2871,380664,Photographs,Dancing Lions,0335586578,"Luck, David G.",https://api.collectorsystems.com/11184/objects/380664/mainimage,"{'0': '#9f8837', '1': '#727274', '2': '#5b4e26'}"
36.0,30.0,2872,380665,Photographs,Cracked Mud,2903394950,"Luck, David G.",https://api.collectorsystems.com/11184/objects/380665/mainimage,"{'0': '#c0c0bd', '1': '#838381', '2': '#191917'}"
,,2873,380666,Installation,Untitled (Naked Ball III),2115449990,"Higashionna, Yuichi b. 1951",https://api.collectorsystems.com/11184/objects/380666/mainimage,"{'0': '#16180f', '1': '#dfdcd2', '2': '#5d5a4c'}"
83.0,96.0,2874,380667,Painting,The More the Merrier,5235773034,"Neel, Elizabeth b. 1975",https://api.collectorsystems.com/11184/objects/380667/mainimage,"{'0': '#dedad4', '1': '#b29f90', '2': '#675d55'}"
192.0,96.0,2875,380668,Installation,Burnout (Go Back to the Valley III),0870020036,"Young, Aaron b. 1972",https://api.collectorsystems.com/11184/objects/380668/mainimage,"{'0': '#7c7368', '1': '#4b443b', '2': '#e6e4e1'}"
70.875,47.25,2877.2,380669,Photographs,Get the balance right,2995130492,"Andersen, Cristian b. 1974",https://api.collectorsystems.com/11184/objects/380669/mainimage,"{'0': '#d7d6d3', '1': '#9e9d98', '2': '#080707'}"
102.0,80.0,2878.1,380670,Photographs,Aalto (No. 2),4795744363,"Kolehmainen, Ola b. 1964",https://api.collectorsystems.com/11184/objects/380670/mainimage,"{'0': '#494242', '1': '#716667', '2': '#a99d9e'}"
78.0,78.0,2155,380671,Painting,In Fluent Form 1,3098693276,"Ramirez, Paul Henry b. 1963",https://api.collectorsystems.com/11184/objects/380671/mainimage,"{'0': '#542f1b', '1': '#c3aa83', '2': '#f6e9c6'}"
47.25,47.25,2156,380672,Work on paper,Shredded Maps,6501051658,"Lugo, Pablo Vargas b. 1968",https://api.collectorsystems.com/11184/objects/380672/mainimage,"{'0': '#d8abb1', '1': '#e10e1b', '2': '#f21d2a'}"
37.8125,49.625,2157,380673,Work on paper,Tissue,8912478970,"Lugo, Pablo Vargas b. 1968",https://api.collectorsystems.com/11184/objects/380673/mainimage,"{'0': '#afa19a', '1': '#d9d5d0', '2': '#7b6a63'}"
23.625,34.625,2158,380674,Video  installation,"13 maggio 2004: 40,77$ a barile",8400185779,"Nicoletta, Sandrine b. 1970",https://api.collectorsystems.com/11184/objects/380674/mainimage,"{'0': '#0b773f', '1': '#72a678', '2': '#fdfdfd'}"
,,2159,380675,Installation,Working title: Butterfly Machine,1529258028,"Horn, Rebecca b. 1944",https://api.collectorsystems.com/11184/objects/380675/mainimage,"{'0': '#886a41', '1': '#cab698', '2': '#fdfdfc'}"
49.1875,39.375,2160,380676,Installation,Table,2491926977,"Klein, Yves 1928-1962",https://api.collectorsystems.com/11184/objects/380676/mainimage,"{'0': '#0824af', '1': '#95a2d2', '2': '#f6f7f8'}"
40.0,30.0,2161,380677,Photographs,Untitled (Twilight),1528624924,"Uklanski, Piotr b. 1968",https://api.collectorsystems.com/11184/objects/380677/mainimage,"{'0': '#838b9c', '1': '#272e28', '2': '#305291'}"
39.375,31.5,2162.2,380678,Photographs,Survivor I,8720877715,"Zheng, Liu b. 1969",https://api.collectorsystems.com/11184/objects/380678/mainimage,"{'0': '#393223', '1': '#e3ecd3', '2': '#9f976f'}"
25.125,25.125,2163,380679,Work on paper,"Drawing for ""Balthazar""",1641699860,"Eggerer, Thomas b. 1963",https://api.collectorsystems.com/11184/objects/380679/mainimage,"{'0': '#fef9c9', '1': '#9b8e4d', '2': '#dbd093'}"
98.0,78.25,2166,380682,Painting,Untitled (Album),2164832906,"Holstein, Franziska b. 1978",https://api.collectorsystems.com/11184/objects/380682/mainimage,"{'0': '#ebe8dd', '1': '#957a81', '2': '#b1cccd'}"
12.0,16.0,2295,380683,Work on paper,Untitled,8612722560,"Isenstein, Jamie b. 1975",https://api.collectorsystems.com/11184/objects/380683/mainimage,"{'0': '#4257ce', '1': '#f2f6f9', '2': '#b7b8cd'}"
53.5,42.0,2296.1,380684,Photographs,"PC City, 8302 Broadway, Elmhurst, Queens, July 2003",7468534185,"Sternfeld, Joel b. 1944",https://api.collectorsystems.com/11184/objects/380684/mainimage,"{'0': '#423839', '1': '#847873', '2': '#bfbcba'}"
50.8125,155.5,2298,380686,Photographs,Shanghai 1,4638694935,"Guorui, Shi b. 1964",https://api.collectorsystems.com/11184/objects/380686/mainimage,"{'0': '#0c0c0c', '1': '#777777', '2': '#3a3a3a'}"
47.25,59.0625,2299,380687,Painting,AK46 No 79,8455980925,"Dali, Zhang b. 1963",https://api.collectorsystems.com/11184/objects/380687/mainimage,"{'0': '#2e2421', '1': '#504542', '2': '#0f0907'}"
39.375,59.0625,2300,380688,Photographs,"Demolition, Time Plaza",9167990808,"Dali, Zhang b. 1963",https://api.collectorsystems.com/11184/objects/380688/mainimage,"{'0': '#4c3b27', '1': '#9f8c72', '2': '#e5dde1'}"
39.375,27.5625,2402,380690,Work on paper,Serie Voyance - Sans titre (narcisse),3468804090,"Flumet, Jo�lle b. 1971",https://api.collectorsystems.com/11184/objects/380690/mainimage,"{'0': '#f5f8f6', '1': '#d3ccb5', '2': '#4f3d2a'}"
,,2220,380692,Installation,Untitled (Tagger),9348160325,"McGee, Barry b. 1966",https://api.collectorsystems.com/11184/objects/380692/mainimage,"{'0': '#0c0b0b', '1': '#9b373a', '2': '#cebcb1'}"
78.75,96.0625,2221,380693,Painting,Untitled,1828661866,"Wang, Suling b. 1968",https://api.collectorsystems.com/11184/objects/380693/mainimage,"{'0': '#aea19b', '1': '#7d7663', '2': '#403a3c'}"
11.625,16.5,2404,380704,Work on paper,Untitled,3444287032,"Weisz, Paloma Varga b. 1966",https://api.collectorsystems.com/11184/objects/380704/mainimage,"{'0': '#ebe7c4', '1': '#f6f4fa', '2': '#313646'}"
16.5,11.625,2405,380705,Work on paper,Face Modern,6663407986,"Weisz, Paloma Varga b. 1966",https://api.collectorsystems.com/11184/objects/380705/mainimage,"{'0': '#84abb3', '1': '#f9f8f8', '2': '#e0ded8'}"
8.25,11.625,2406,380706,Work on paper,Untitled,4439661442,"Weisz, Paloma Varga b. 1966",https://api.collectorsystems.com/11184/objects/380706/mainimage,"{'0': '#9cc9d4', '1': '#eff1ee', '2': '#3d87a1'}"
11.625,17.125,2407,380707,Work on paper,Untitled,1842330334,"Weisz, Paloma Varga b. 1966",https://api.collectorsystems.com/11184/objects/380707/mainimage,"{'0': '#eef0f3', '1': '#aab583', '2': '#4c5a39'}"
12.25,16.125,2409,380708,Work on paper,Gesicht mit Geist I,7854404644,"Weisz, Paloma Varga b. 1966",https://api.collectorsystems.com/11184/objects/380708/mainimage,"{'0': '#f9f6fa', '1': '#615355', '2': '#b4a7ae'}"
16.5,11.625,2410,380709,Work on paper,Blattgesicht,4504544792,"Weisz, Paloma Varga b. 1966",https://api.collectorsystems.com/11184/objects/380709/mainimage,"{'0': '#bbd960', '1': '#fbfcf9', '2': '#468f17'}"
16.5,11.625,2413,380712,Work on paper,Regengesicht,1472767906,"Weisz, Paloma Varga b. 1966",https://api.collectorsystems.com/11184/objects/380712/mainimage,"{'0': '#458fce', '1': '#bed6ee', '2': '#f7f9fb'}"
47.0625,47.0625,2418,380716,Photographs,Fantome Creole Series (Mis en Scene No 2),8827635974,"Julien, Isaac b. 1960",https://api.collectorsystems.com/11184/objects/380716/mainimage,"{'0': '#b9beb7', '1': '#927c5b', '2': '#4e3c28'}"
110.0,35.0,2281.6,380717,Photographs,'every...stave of Frederick Chopin's Nocturnes for the piano',8440758578,"Khan, Idris b. 1978",https://api.collectorsystems.com/11184/objects/380717/mainimage,"{'0': '#4c423e', '1': '#a69b94', '2': '#e0d9d2'}"
9.375,12.5,2286a,380721,Work on paper,Brancusi Head 1,1848110425,"Weisz, Paloma Varga b. 1966",https://api.collectorsystems.com/11184/objects/380721/mainimage,"{'0': '#f2f0f7', '1': '#cadae6', '2': '#6f9fc5'}"
8.25,11.75,2287,380722,Work on paper,Untitled,8748572562,"Weisz, Paloma Varga b. 1966",https://api.collectorsystems.com/11184/objects/380722/mainimage,"{'0': '#f2eff4', '1': '#bb3d42', '2': '#e19ea6'}"
39.375,39.375,2288,380723,Painting,Happiness,4349058565,"Guang, Cheng",https://api.collectorsystems.com/11184/objects/380723/mainimage,"{'0': '#654d34', '1': '#c7856f', '2': '#f8eedf'}"
35.4375,63.0,2289,380724,Painting,The Night No. 1,7523891544,"Qing, Luo b. 1970",https://api.collectorsystems.com/11184/objects/380724/mainimage,"{'0': '#9b8265', '1': '#edd9a9', '2': '#464446'}"
20.0,20.0,2292,380727,Photographs,Vegetarian hamburger / breath in one glass,4714558551,"Yamada, James b. 1967",https://api.collectorsystems.com/11184/objects/380727/mainimage,"{'0': '#3d3733', '1': '#e6d5bd', '2': '#b5a898'}"
20.0,20.0,2293,380728,Photographs,Imperial Water / Bird (Made in China) / Recycled bottle,1955106688,"Yamada, James b. 1967",https://api.collectorsystems.com/11184/objects/380728/mainimage,"{'0': '#7e7f7c', '1': '#2d2320', '2': '#c7c7c6'}"
20.0,20.0,2294,380729,Photographs,Nice Wire,0134934344,"Yamada, James b. 1967",https://api.collectorsystems.com/11184/objects/380729/mainimage,"{'0': '#847347', '1': '#4a3920', '2': '#baab75'}"
,,2047,380730,Video  installation,Dervish 7,4561398675,"Steinkamp, Jennifer b. 1958",https://api.collectorsystems.com/11184/objects/380730/mainimage,"{'0': '#493530', '1': '#1a0d0c', '2': '#b0a3ab'}"
8.25,11.625,2048,380731,Work on paper,Untitled,9377967616,"Serebriakova, Maria b. 1965",https://api.collectorsystems.com/11184/objects/380731/mainimage,"{'0': '#989481', '1': '#c8c4ab', '2': '#5e5b4e'}"
120.0,72.0,2049.3,380732,Photographs,WTC 11.11.03,9553702408,"Maynard, Gerard b. 1972",https://api.collectorsystems.com/11184/objects/380732/mainimage,"{'0': '#4a4746', '1': '#b4adac', '2': '#ececef'}"
11.25,14.1875,2050,380733,Painting,Untitled,6061711369,"Root, Derek b. 1960",https://api.collectorsystems.com/11184/objects/380733/mainimage,"{'0': '#cbbbaf', '1': '#997459', '2': '#3d322c'}"
,,2051.1,380734,Installation,Pelipee Chan,5943664716,"Mr. , b. 1969",https://api.collectorsystems.com/11184/objects/380734/mainimage,"{'0': '#f3f5f0', '1': '#adb1a4', '2': '#534b48'}"
11.75,8.0,2052,380735,Work on paper,Untitled,1441985538,"Smith, Kiki b. 1954",https://api.collectorsystems.com/11184/objects/380735/mainimage,"{'0': '#b0aba6', '1': '#d0cec9', '2': '#d8d6d1'}"
8.125,10.875,2053,380736,Work on paper,Vito Acconci,4922155103,"Fischer, Dan b. 1977",https://api.collectorsystems.com/11184/objects/380736/mainimage,"{'0': '#fdfdfd', '1': '#3b3c3c', '2': '#9e9f9e'}"
15.25,22.25,2054,380737,Work on paper,Piet Mondrian,1390593015,"Fischer, Dan b. 1977",https://api.collectorsystems.com/11184/objects/380737/mainimage,"{'0': '#242227', '1': '#8b8888', '2': '#e8e4e2'}"
15.25,15.25,2055.1,380738,Work on paper,It Just Came to Me,7318610757,"Young, Cyb�le",https://api.collectorsystems.com/11184/objects/380738/mainimage,"{'0': '#090505', '1': '#adb2ab', '2': '#dddedd'}"
56.125,70.0625,2057,380740,Painting,Kingfisher,3459828012,"Wang, Suling b. 1968",https://api.collectorsystems.com/11184/objects/380740/mainimage,"{'0': '#314b52', '1': '#4f738b', '2': '#8fb0ca'}"
15.6875,13.0,3198.6,380741,Work on paper,Untitled,0996810746,"Johns, Jasper b. 1930",https://api.collectorsystems.com/11184/objects/380741/mainimage,"{'0': '#bcad94', '1': '#554748', '2': '#f1efed'}"
19.5,16.5625,3199,380742,Photographs,"We Are Constant; Jerry Speyer Looking at Monique Walking, 2004, Julien Opie at Tishman Speyer 45 Rockefeller Plaza, NYC",0712182294,"Gander, Ryan b. 1976",https://api.collectorsystems.com/11184/objects/380742/mainimage,"{'0': '#121518', '1': '#ced0d4', '2': '#6f7477'}"
19.5,19.5,3202,380743,Work on paper,Alice Tully Hall,0549746864,"Kuitca, Guillermo b. 1961",https://api.collectorsystems.com/11184/objects/380743/mainimage,"{'0': '#fefdfc', '1': '#de9480', '2': '#8c0b08'}"
10.0,7.75,3205,380746,Work on paper,"Schloss Reichhartshausen / Chateau de Reichhartshausen, Ausgef�hrt d. Black & Armstrong",2631204605,"Satler, H. & J. Jeavons",https://api.collectorsystems.com/11184/objects/380746/mainimage,"{'0': '#aba59a', '1': '#ddd8d0', '2': '#716a61'}"
20.0,24.0,3207,380748,Photographs,Jerry,9387884908,"Close, Chuck b. 1940",https://api.collectorsystems.com/11184/objects/380748/mainimage,"{'0': '#efeff2', '1': '#90909a', '2': '#28272d'}"
